License Number,County,Type of Child Care,City,State,Age Range,Capacity,Count
1095477,New Castle,Licensed Child Care Center,NEW CASTLE,DE,Kindergarten through 12 years.,30,1
1096007,New Castle,Licensed Family Child Care,MIDDLETOWN,DE,6 weeks through 5 years.,6,1
1103176,Sussex,Licensed Child Care Center,MILLSBORO,DE,3 months through 12 years.,128,1
1104879,New Castle,Licensed Family Child Care,WILMINGTON,DE,6 weeks through 12 years.,9,1
1106235,Kent,Licensed Family Child Care,FELTON,DE,6 weeks through 5 years.,6,1
1111987,NEW CASTLE,Licensed Family Child Care,NEW CASTLE,DE,6 weeks through 12 years.,9,1
1122771,New Castle,Licensed Large Family Child Care,WILMINGTON,DE,6 weeks through 12 years.,12,1
1126693,NEW CASTLE,Licensed Family Child Care,NEW CASTLE,DE,6 weeks through 12 years.,8,1
1127712,New Castle,Licensed Child Care Center,MIDDLETOWN,DE,6 weeks through 12 years.,54,1
1128071,New Castle,Licensed Child Care Center,WILMINGTON,DE,6 weeks through 12 years.,122,1
1129148,New Castle,Licensed Large Family Child Care,WILMINGTON,DE,6 weeks through 12 years.,12,1
1131350,New Castle,Licensed Child Care Center,NEWARK,DE,6 weeks through 12 years.,132,1
1132361,Kent,Licensed Large Family Child Care,DOVER,DE,6 weeks through Kindergarten.,12,1
1132753,NEW CASTLE,Licensed Family Child Care,WILMINGTON,DE,6 weeks through 12 years.,9,1
1135882,New Castle,Licensed Child Care Center,NEWARK,DE,6 weeks through 12 years.,134,1
1142508,Sussex,Licensed Large Family Child Care,DELMAR,DE,6 weeks through 10 years.,12,1
1143267,SUSSEX,Licensed Child Care Center,GEORGETOWN,DE,1 year through 12 years.,131,1
1148248,Sussex,Licensed Family Child Care,BRIDGEVILLE,DE,6 weeks through 12 years.,6,1
1154510,New Castle,Licensed Child Care Center,WILMINGTON,DE,1 year through 12 years.,60,1
1154718,Sussex,Licensed Family Child Care,SEAFORD,DE,Kindergarten through 12 years.,6,1
1155739,Kent,Licensed Child Care Center,DOVER,DE,6 weeks through 10 years.,113,1
1160082,NEW CASTLE,Licensed Child Care Center,NEWARK,DE,6 weeks through 12 years.,81,1
1162867,SUSSEX,Licensed Child Care Center,DAGSBORO,DE,6 weeks through 6 years.,31,1
1163639,Sussex,Licensed Child Care Center,MILLSBORO,DE,3 years through 5 years.,20,1
1167256,New Castle,Licensed Child Care Center,MIDDLETOWN,DE,3 years through 4 years.,22,1
1168888,New Castle,Licensed Child Care Center,NEWARK,DE,6 weeks through 12 years.,60,1
1169373,NEW CASTLE,Licensed Large Family Child Care,NEW CASTLE,DE,6 months through 12 years.,12,1
1169499,New Castle,Licensed Family Child Care,NEW CASTLE,DE,6 weeks through 12 years.,9,1
1169910,Sussex,Licensed Family Child Care,BRIDGEVILLE,DE,6 weeks through 12 years.,6,1
1171537,New Castle,Licensed Child Care Center,WILMINGTON,DE,3 years through 5 years.,120,1
1171741,Sussex,Licensed Large Family Child Care,MILFORD,DE,6 months through 4 years.,12,1
1187909,Sussex,Licensed Child Care Center,DAGSBORO,DE,1 year through 8 years.,35,1
1187964,Kent,Licensed Child Care Center,DOVER,DE,6 weeks through 12 years.,110,1
1188542,New Castle,Licensed Large Family Child Care,NEW CASTLE,DE,6 weeks through 12 years.,12,1
1190674,New Castle,Licensed Large Family Child Care,NEW CASTLE,DE,6 months through 12 years.,12,1
1194452,New Castle,Licensed Child Care Center,WILMINGTON,DE,6 weeks through 12 years.,92,1
1196173,SUSSEX,Licensed Child Care Center,SEAFORD,DE,6 weeks through 12 years.,132,1
1198497,Kent,Licensed Child Care Center,CAMDEN WYOMING,DE,6 weeks through 12 years.,60,1
1202858,New Castle,Licensed Family Child Care,NEWARK,DE,6 weeks through 12 years.,9,1
1208738,KENT,Licensed Child Care Center,HARRINGTON,DE,6 weeks through 12 years.,102,1
1210735,SUSSEX,Licensed Child Care Center,LAUREL,DE,6 weeks through 12 years.,52,1
1212039,Kent,Licensed Child Care Center,DOVER,DE,3 years through 12 years.,289,1
1213866,NEW CASTLE,Licensed Child Care Center,NEW CASTLE,DE,6 weeks through 5 years.,135,1
1217291,New Castle,Licensed Child Care Center,NEWARK,DE,6 weeks through 12 years.,54,1
1218402,Kent,Licensed Child Care Center,SMYRNA,DE,6 weeks through 12 years.,46,1
1223206,Kent,Licensed Large Family Child Care,FARMINGTON,DE,6 weeks through 12 years.,12,1
1228811,New Castle,Licensed Child Care Center,HOCKESSIN,DE,5 years through 12 years.,90,1
1234907,NEW CASTLE,Licensed Child Care Center,WILMINGTON,DE,6 weeks through 5 years.,62,1
1236191,New Castle,Licensed Child Care Center,WILMINGTON,DE,6 weeks through 12 years.,83,1
1243941,New Castle,Licensed Family Child Care,NEW CASTLE,DE,6 months through 5 years.,9,1
1244013,Sussex,Licensed Large Family Child Care,SEAFORD,DE,18 months through 12 years.,12,1
1244791,Sussex,Licensed Child Care Center,BRIDGEVILLE,DE,6 weeks through 5 years.,22,1
1244855,KENT,Licensed Family Child Care,DOVER,DE,6 weeks through 12 years.,6,1
1247327,New Castle,Licensed Large Family Child Care,WILMINGTON,DE,6 weeks through 12 years.,11,1
1247330,KENT,Licensed Large Family Child Care,DOVER,DE,1 year through 12 years.,12,1
1263742,New Castle,Licensed Child Care Center,WILMINGTON,DE,6 weeks through 12 years.,103,1
1264854,New Castle,Licensed Child Care Center,MIDDLETOWN,DE,6 weeks through 12 years.,107,1
1265105,SUSSEX,Licensed Large Family Child Care,SEAFORD,DE,1 year through 10 years.,10,1
1266768,NEW CASTLE,Licensed Large Family Child Care,NEW CASTLE,DE,6 weeks through 12 years.,12,1
1267215,New Castle,Licensed Family Child Care,MIDDLETOWN,DE,3 months through 6 years.,6,1
1269825,NEW CASTLE,Licensed Child Care Center,WILMINGTON,DE,3 years through 5 years.,140,1
1272978,Sussex,Licensed Large Family Child Care,GEORGETOWN,DE,6 weeks through 2 years.,12,1
1273150,NEW CASTLE,Licensed Child Care Center,NEWARK,DE,6 weeks through 12 years.,76,1
1273801,NEW CASTLE,Licensed Large Family Child Care,TOWNSEND,DE,6 weeks through 12 years.,12,1
1275722,New Castle,Licensed Child Care Center,WILMINGTON,DE,6 weeks through 12 years.,62,1
1280373,New Castle,Licensed Large Family Child Care,NEWARK,DE,6 weeks through 6 years.,12,1
1282684,New Castle,Licensed Child Care Center,CLAYMONT,DE,1 year through 5 years.,48,1
1283544,NEW CASTLE,Licensed Child Care Center,WILMINGTON,DE,6 weeks through 12 years.,138,1
1285223,New Castle,Licensed Child Care Center,WILMINGTON,DE,6 weeks through 12 years.,49,1
1289946,New Castle,Licensed Child Care Center,MIDDLETOWN,DE,6 weeks through 12 years.,149,1
1297590,New Castle,Licensed Family Child Care,NEW CASTLE,DE,6 weeks through 12 years.,9,1
1298291,New Castle,Licensed Child Care Center,WILMINGTON,DE,8 years through 12 years.,107,1
1304587,New Castle,Licensed Family Child Care,CLAYMONT,DE,Kindergarten through 12 years.,8,1
1309479,Kent,Licensed Family Child Care,DOVER,DE,6 months through Kindergarten.,9,1
1312149,Kent,Licensed Large Family Child Care,DOVER,DE,6 weeks through 12 years.,12,1
1312266,Sussex,Licensed Child Care Center,LEWES,DE,6 weeks through 12 years.,58,1
1312351,New Castle,Licensed Family Child Care,MIDDLETOWN,DE,6 weeks through 12 years.,6,1
1312625,New Castle,Licensed Child Care Center,WILMINGTON,DE,Kindergarten through 12 years.,50,1
1312760,New Castle,Licensed Family Child Care,WILMINGTON,DE,8 weeks through 12 years.,6,1
1313931,NEW CASTLE,Licensed Child Care Center,WILMINGTON,DE,1 year through 3 years.,25,1
1314733,New Castle,Licensed Child Care Center,WILMINGTON,DE,6 weeks through 12 years.,136,1
1320522,Kent,Licensed Family Child Care,SMYRNA,DE,6 weeks through Kindergarten.,6,1
1326769,New Castle,Licensed Child Care Center,BEAR,DE,6 weeks through 12 years.,98,1
1327544,New Castle,Licensed Child Care Center,WILMINGTON,DE,Kindergarten through 12 years.,74,1
1328421,NEW CASTLE,Licensed Child Care Center,NEW CASTLE,DE,1 year through 12 years.,30,1
1329105,New Castle,Licensed Family Child Care,BEAR,DE,6 weeks through 12 years.,6,1
1330074,NEW CASTLE,Licensed Large Family Child Care,BEAR,DE,6 weeks through 6 years.,12,1
1331360,New Castle,Licensed Child Care Center,NEWARK,DE,6 weeks through 12 years.,125,1
1331688,SUSSEX,Licensed Child Care Center,FRANKFORD,DE,3 years through 5 years.,185,1
1332117,New Castle,Licensed Child Care Center,MIDDLETOWN,DE,6 weeks through 12 years.,127,1
1333325,New Castle,Licensed Child Care Center,WILMINGTON,DE,6 weeks through 5 years.,156,1
1335526,KENT,Licensed Child Care Center,DOVER,DE,1 year through 5 years.,52,1
1336372,Sussex,Licensed Child Care Center,LEWES,DE,Kindergarten through 11 years.,86,1
1336379,New Castle,Licensed Family Child Care,NEWARK,DE,6 weeks through 12 years.,9,1
1337539,SUSSEX,Licensed Family Child Care,SEAFORD,DE,6 weeks through 12 years.,9,1
1338131,SUSSEX,Licensed Child Care Center,MILTON,DE,Kindergarten through 12 years.,125,1
1339738,New Castle,Licensed Family Child Care,NEW CASTLE,DE,6 weeks through 12 years.,9,1
1343290,NEW CASTLE,Licensed Child Care Center,WILMINGTON,DE,6 months through 12 years.,65,1
1345581,SUSSEX,Licensed Family Child Care,SEAFORD,DE,3 years through 11 years.,6,1
1346510,KENT,Licensed Child Care Center,DOVER,DE,3 years through 12 years.,40,1
1347188,NEW CASTLE,Licensed Family Child Care,NEW CASTLE,DE,6 weeks through 5 years.,6,1
1349247,New Castle,Licensed Child Care Center,NEW CASTLE,DE,5 years through 12 years.,15,1
1353937,NEW CASTLE,Licensed Child Care Center,NEWARK,DE,Kindergarten through 14 years.,374,1
1354908,NEW CASTLE,Licensed Child Care Center,NEWARK,DE,6 weeks through 12 years.,229,1
1354964,New Castle,Licensed Family Child Care,BEAR,DE,6 weeks through Kindergarten.,9,1
1356499,New Castle,Licensed Child Care Center,WILMINGTON,DE,3 years through 10 years.,18,1
1357906,New Castle,Licensed Child Care Center,NEWARK,DE,6 weeks through 12 years.,95,1
1358481,SUSSEX,Licensed Family Child Care,GEORGETOWN,DE,6 weeks through 12 years.,9,1
1362051,New Castle,Licensed Large Family Child Care,NEW CASTLE,DE,8 weeks through 10 years.,12,1
1362516,Sussex,Licensed Large Family Child Care,SEAFORD,DE,2 years through 12 years.,10,1
1362595,NEW CASTLE,Licensed Child Care Center,WILMINGTON,DE,6 weeks through 12 years.,57,1
1362733,SUSSEX,Licensed Child Care Center,GEORGETOWN,DE,6 weeks through 5 years.,58,1
1363376,New Castle,Licensed Child Care Center,MIDDLETOWN,DE,Kindergarten through Kindergarten.,64,1
1364370,New Castle,Licensed Child Care Center,WILMINGTON,DE,3 years through 12 years.,45,1
1364539,KENT,Licensed Child Care Center,DOVER,DE,6 weeks through 12 years.,95,1
1370227,NEW CASTLE,Licensed Family Child Care,NEWARK,DE,6 weeks through 12 years.,9,1
1371919,New Castle,Licensed Family Child Care,WILMINGTON,DE,3 months through 12 years.,9,1
1372691,SUSSEX,Licensed Child Care Center,LEWES,DE,3 years through 5 years.,50,1
1373355,New Castle,Licensed Family Child Care,NEWARK,DE,6 weeks through 13 years.,9,1
1377727,SUSSEX,Licensed Large Family Child Care,LINCOLN,DE,6 weeks through 12 years.,12,1
1379319,NEW CASTLE,Licensed Child Care Center,TOWNSEND,DE,6 weeks through 12 years.,144,1
1381669,New Castle,Licensed Large Family Child Care,WILMINGTON,DE,6 weeks through 5 years.,12,1
1383841,NEW CASTLE,Licensed Child Care Center,WILMINGTON,DE,7 years through 17 years.,30,1
1385781,New Castle,Licensed Family Child Care,NEW CASTLE,DE,6 months through 12 years.,6,1
1394338,Kent,Licensed Large Family Child Care,DOVER,DE,6 weeks through 4 years.,12,1
1395555,NEW CASTLE,Licensed Child Care Center,WILMINGTON,DE,6 weeks through 12 years.,51,1
1399544,Kent,Licensed Family Child Care,DOVER,DE,6 weeks through 12 years.,9,1
1400169,NEW CASTLE,Licensed Child Care Center,WILMINGTON,DE,6 weeks through 12 years.,63,1
1421456,KENT,Licensed Large Family Child Care,DOVER,DE,6 weeks through 12 years.,12,1
1423593,NEW CASTLE,Licensed Child Care Center,WILMINGTON,DE,6 weeks through 12 years.,126,1
1423658,NEW CASTLE,Licensed Child Care Center,NEW CASTLE,DE,6 weeks through 12 years.,92,1
1423771,NEW CASTLE,Licensed Family Child Care,MIDDLETOWN,DE,18 months through 12 years.,6,1
1424866,NEW CASTLE,Licensed Family Child Care,NEW CASTLE,DE,2 years through 5 years.,6,1
1425259,NEW CASTLE,Licensed Family Child Care,BEAR,DE,8 weeks through 10 years.,9,1
1426164,NEW CASTLE,Licensed Family Child Care,NEWARK,DE,1 year through 5 years.,6,1
1427163,KENT,Licensed Family Child Care,SMYRNA,DE,6 weeks through Kindergarten.,6,1
1428597,NEW CASTLE,Licensed Large Family Child Care,WILMINGTON,DE,6 weeks through 12 years.,12,1
1429169,NEW CASTLE,Licensed Child Care Center,BEAR,DE,Kindergarten through 12 years.,79,1
1430310,NEW CASTLE,Licensed Large Family Child Care,TOWNSEND,DE,6 weeks through 12 years.,11,1
1432409,KENT,Licensed Large Family Child Care,CAMDEN,DE,3 years through 5 years.,11,1
1432675,NEW CASTLE,Licensed Child Care Center,WILMINGTON,DE,Kindergarten through 12 years.,80,1
1434191,NEW CASTLE,Licensed Child Care Center,MIDDLETOWN,DE,6 weeks through 12 years.,218,1
1435493,NEW CASTLE,Licensed Child Care Center,WILMINGTON,DE,6 weeks through 13 years.,26,1
1436238,KENT,Licensed Family Child Care,DOVER,DE,6 weeks through 12 years.,6,1
1437987,NEW CASTLE,Licensed Large Family Child Care,WILMINGTON,DE,6 weeks through 12 years.,9,1
1439542,KENT,Licensed Family Child Care,DOVER,DE,6 weeks through 12 years.,9,1
1439990,SUSSEX,Licensed Child Care Center,GEORGETOWN,DE,1 year through 12 years.,50,1
1440274,NEW CASTLE,Licensed Child Care Center,WILMINGTON,DE,18 months through 6 years.,75,1
1440440,NEW CASTLE,Licensed Child Care Center,WILMINGTON,DE,3 months through 5 years.,24,1
1440621,NEW CASTLE,Licensed Child Care Center,WILMINGTON,DE,6 weeks through 12 years.,24,1
1441343,NEW CASTLE,Licensed Family Child Care,BEAR,DE,6 weeks through 12 years.,6,1
1441776,SUSSEX,Licensed Family Child Care,SEAFORD,DE,6 weeks through 12 years.,9,1
1441952,KENT,Licensed Large Family Child Care,HARRINGTON,DE,6 weeks through 12 years.,12,1
1443452,NEW CASTLE,Licensed Child Care Center,WILMINGTON,DE,6 weeks through 3 years.,57,1
1443580,NEW CASTLE,Licensed Family Child Care,WILMINGTON,DE,6 weeks through 12 years.,9,1
1443669,NEW CASTLE,Licensed Child Care Center,MIDDLETOWN,DE,6 weeks through 12 years.,54,1
1444138,KENT,Licensed Family Child Care,DOVER,DE,1 year through 12 years.,6,1
1445081,NEW CASTLE,Licensed Child Care Center,NEWARK,DE,6 weeks through 12 years.,105,1
1445885,SUSSEX,Licensed Family Child Care,MILLSBORO,DE,6 weeks through 6 years.,6,1
1446136,KENT,Licensed Family Child Care,SMYRNA,DE,6 weeks through 5 years.,6,1
1446587,NEW CASTLE,Licensed Family Child Care,NEWARK,DE,6 weeks through 12 years.,6,1
1446764,NEW CASTLE,Licensed Family Child Care,WILMINGTON,DE,6 weeks through 5 years.,9,1
1449630,NEW CASTLE,Licensed Child Care Center,MIDDLETOWN,DE,Kindergarten through 12 years.,72,1
1449632,NEW CASTLE,Licensed Child Care Center,MIDDLETOWN,DE,Kindergarten through 11 years.,120,1
1449858,NEW CASTLE,Licensed Child Care Center,WILMINGTON,DE,6 weeks through 5 years.,129,1
1451528,NEW CASTLE,Licensed Child Care Center,WILMINGTON,DE,3 years through 5 years.,120,1
1451918,KENT,Licensed Family Child Care,HARRINGTON,DE,2 years through 7 years.,9,1
1453301,NEW CASTLE,Licensed Family Child Care,WILMINGTON,DE,6 weeks through 12 years.,6,1
1453785,KENT,Licensed Family Child Care,HARRINGTON,DE,6 weeks through 12 years.,6,1
1453946,KENT,Licensed Child Care Center,DOVER,DE,6 weeks through 5 years.,56,1
1454237,NEW CASTLE,Licensed Child Care Center,MIDDLETOWN,DE,6 weeks through 12 years.,191,1
1455718,NEW CASTLE,Licensed Family Child Care,WILMINGTON,DE,2 years through 12 years.,9,1
1456251,KENT,Licensed Child Care Center,SMYRNA,DE,6 weeks through 12 years.,191,1
1456252,NEW CASTLE,Licensed Child Care Center,NEWARK,DE,6 weeks through 12 years.,220,1
1456254,NEW CASTLE,Licensed Child Care Center,ODESSA,DE,6 weeks through 12 years.,205,1
1456688,NEW CASTLE,Licensed Child Care Center,WILMINGTON,DE,6 weeks through 12 years.,43,1
1457041,SUSSEX,Licensed Large Family Child Care,SEAFORD,DE,1 year through 12 years.,12,1
1458416,KENT,Licensed Family Child Care,DOVER,DE,6 weeks through 12 years.,5,1
1458667,NEW CASTLE,Licensed Child Care Center,HISTORIC NEW CASTLE,DE,6 weeks through 12 years.,212,1
1459651,NEW CASTLE,Licensed Child Care Center,SMYRNA,DE,1 year through 12 years.,108,1
1459877,NEW CASTLE,Licensed Child Care Center,WILMINGTON,DE,6 weeks through 12 years.,154,1
1460895,KENT,Licensed Family Child Care,DOVER,DE,6 weeks through 12 years.,6,1
1461796,NEW CASTLE,Licensed Large Family Child Care,WILMINGTON,DE,6 weeks through 12 years.,12,1
1461848,NEW CASTLE,Licensed Large Family Child Care,WILMINGTON,DE,6 weeks through 5 years.,12,1
1462781,NEW CASTLE,Licensed Child Care Center,DELAWARE CITY,DE,6 weeks through 5 years.,30,1
1468739,NEW CASTLE,Licensed Family Child Care,NEWARK,DE,6 weeks through 12 years.,6,1
1469844,SUSSEX,Licensed Child Care Center,GEORGETOWN,DE,6 weeks through 5 years.,84,1
1473065,NEW CASTLE,Licensed Family Child Care,NEWARK,DE,6 weeks through 12 years.,6,1
1473663,SUSSEX,Licensed Child Care Center,SEAFORD,DE,3 years through 5 years.,15,1
1473667,KENT,Licensed Child Care Center,SMYRNA,DE,3 years through 5 years.,54,1
1473908,SUSSEX,Licensed Child Care Center,LAUREL,DE,3 years through 5 years.,140,1
1473939,NEW CASTLE,Licensed Child Care Center,TOWNSEND,DE,Kindergarten through 12 years.,109,1
1474955,KENT,Licensed Child Care Center,DOVER,DE,3 years through 5 years.,54,1
1475459,SUSSEX,Licensed Child Care Center,MILFORD,DE,3 years through 5 years.,49,1
1475636,KENT,Licensed Child Care Center,DOVER,DE,6 weeks through 12 years.,56,1
1475638,SUSSEX,Licensed Child Care Center,GEORGETOWN,DE,3 years through 5 years.,15,1
1476161,SUSSEX,Licensed Family Child Care,BRIDGEVILLE,DE,6 weeks through 6 years.,6,1
1478042,KENT,Licensed Child Care Center,DOVER,DE,3 years through 5 years.,78,1
1478382,SUSSEX,Licensed Child Care Center,BRIDGEVILLE,DE,3 years through 5 years.,45,1
1478440,NEW CASTLE,Licensed Family Child Care,NEWPORT,DE,6 weeks through 6 years.,9,1
1478750,SUSSEX,Licensed Child Care Center,LONG NECK,DE,6 weeks through 3 years.,25,1
1479150,KENT,Licensed Child Care Center,DOVER,DE,6 weeks through 5 years.,58,1
1479304,NEW CASTLE,Licensed Large Family Child Care,NEW CASTLE,DE,6 weeks through 5 years.,12,1
1479488,SUSSEX,Licensed Child Care Center,SELBYVILLE,DE,3 years through 5 years.,16,1
1480475,NEW CASTLE,Licensed Family Child Care,NEWARK,DE,6 weeks through 12 years.,6,1
1481094,NEW CASTLE,Licensed Child Care Center,NEWARK,DE,6 weeks through 5 years.,87,1
1481360,NEW CASTLE,Licensed Child Care Center,NEWARK,DE,6 weeks through 12 years.,80,1
1482799,KENT,Licensed Child Care Center,HARRINGTON,DE,3 years through 5 years.,45,1
1483397,KENT,Licensed Child Care Center,MILFORD,DE,6 weeks through 12 years.,32,1
1483614,NEW CASTLE,Licensed Child Care Center,BEAR,DE,6 weeks through 12 years.,148,1
1484540,NEW CASTLE,Licensed Family Child Care,WILMINGTON,DE,8 weeks through 6 years.,6,1
1486269,SUSSEX,Licensed Child Care Center,LAUREL,DE,3 years through 5 years.,30,1
1486581,SUSSEX,Licensed Child Care Center,MILTON,DE,3 years through 5 years.,34,1
1487222,SUSSEX,Licensed Large Family Child Care,LINCOLN,DE,8 weeks through 12 years.,11,1
1489504,NEW CASTLE,Licensed Child Care Center,CLAYMONT,DE,Kindergarten through 12 years.,43,1
1489515,KENT,Licensed Child Care Center,CLAYTON,DE,Kindergarten through 12 years.,115,1
1489517,KENT,Licensed Child Care Center,MAGNOLIA,DE,6 years through 12 years.,86,1
1490610,NEW CASTLE,Licensed Large Family Child Care,NEWARK,DE,1 year through 12 years.,12,1
1490611,NEW CASTLE,Licensed Large Family Child Care,WILMINGTON,DE,3 years through 12 years.,11,1
1491531,NEW CASTLE,Licensed Child Care Center,TOWNSEND,DE,Kindergarten through 12 years.,70,1
1491561,NEW CASTLE,Licensed Child Care Center,MIDDLETOWN,DE,4 years through 5 years.,60,1
1491564,NEW CASTLE,Licensed Child Care Center,TOWNSEND,DE,3 years through 4 years.,34,1
1493312,KENT,Licensed Child Care Center,SMYRNA,DE,6 weeks through 12 years.,49,1
1493740,KENT,Licensed Child Care Center,DOVER,DE,6 weeks through 5 years.,57,1
1494009,SUSSEX,Licensed Large Family Child Care,LINCOLN,DE,1 year through 12 years.,12,1
1494436,SUSSEX,Licensed Child Care Center,MILLSBORO,DE,Kindergarten through 12 years.,90,1
1494516,KENT,Licensed Child Care Center,MILFORD,DE,6 weeks through 5 years.,46,1
1494546,KENT,Licensed Family Child Care,SMYRNA,DE,2 years through 6 years.,6,1
1496090,KENT,Licensed Child Care Center,DOVER,DE,6 weeks through 12 years.,63,1
1497751,NEW CASTLE,Licensed Child Care Center,NEWARK,DE,6 weeks through 12 years.,173,1
1498704,SUSSEX,Licensed Child Care Center,LONG NECK,DE,3 years through 12 years.,25,1
1499152,KENT,Licensed Child Care Center,HARTLY,DE,6 weeks through 12 years.,107,1
1501631,KENT,Licensed Child Care Center,DOVER,DE,6 weeks through 12 years.,135,1
1501742,KENT,Licensed Child Care Center,FELTON,DE,6 weeks through 12 years.,126,1
1505336,SUSSEX,Licensed Child Care Center,GREENWOOD,DE,1 year through 12 years.,31,1
1505682,NEW CASTLE,Licensed Child Care Center,NEWARK,DE,6 weeks through 12 years.,113,1
1510379,SUSSEX,Licensed Child Care Center,MILFORD,DE,6 weeks through 12 years.,179,1
1510388,KENT,Licensed Child Care Center,SMYRNA,DE,6 weeks through 12 years.,144,1
1512146,NEW CASTLE,Licensed Child Care Center,BEAR,DE,6 weeks through 12 years.,135,1
1512149,NEW CASTLE,Licensed Child Care Center,BEAR,DE,6 weeks through 12 years.,160,1
1512154,NEW CASTLE,Licensed Child Care Center,BEAR,DE,6 weeks through 12 years.,110,1
